Sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
Jurkat only,13.08441929,-14.43223796,7.321407619,-4.428377083,0.019293259,-6.095690678,7.046282952,0.623165875,1.975857906,1.832604414
Jurkat only,13.54701474,-15.92716983,-2.645325862,5.03864907,-4.58472604,1.793444136,-1.163632475,-0.292310094,-6.064722503,1.477450642
Jurkat only,14.35460013,-18.02670245,9.68111459,12.1334801,-6.398705507,-1.956883036,-0.04395321,-0.475617498,-2.559510105,5.798848675
Jurkat only,14.33332135,-16.97655896,7.887668556,9.622364399,-5.010151759,-4.550197576,0.881289065,-0.685588025,-1.595251553,2.757255675
Jurkat only,15.21136014,-7.801289572,3.117971819,-8.795766755,-11.10010712,4.733609394,4.004523937,-0.999685576,5.367110988,-1.651086081
Jurkat only,12.50703864,-17.20268634,6.073126918,11.08770654,3.950827819,-1.771417769,1.267215502,-0.733272418,1.424752851,5.812247902
Jurkat only,11.51994416,-21.17354262,-0.440651767,0.0581057,-3.293193701,3.11013382,5.010857307,0.298789386,2.407243416,-11.12219276
Jurkat only,14.4416294,-15.90974982,7.72670418,6.693699861,-13.05793656,1.228171088,3.235485262,0.495475387,-2.941376545,-0.801660485
Jurkat only,14.76609692,-18.94630546,6.404134504,5.256152227,2.718599625,-1.648348026,6.261447825,-0.440041878,-0.593830445,6.133075855
Jurkat only,13.94850778,-24.42978849,10.4691651,-2.710373603,2.907988241,1.724586826,3.991360644,0.49281106,-3.144500483,0.925051915
Jurkat only,15.06719723,-11.40643533,14.9200993,-2.765444446,-8.763166193,6.288667039,-6.749653501,-0.448999269,0.322233418,0.580730453
Jurkat only,13.43690921,-18.42376299,10.24985218,7.216186621,4.488744782,3.13159962,5.30101714,0.178008667,0.624300663,-3.93646055
Jurkat only,13.54474923,-16.10449134,9.084818091,8.050644439,-2.409585014,-4.146739851,-2.429039305,-0.45106207,-1.633396213,5.338628871
Jurkat only,12.40504309,-18.62287201,3.339718896,-1.189435665,-5.216577259,10.69892634,1.491592402,0.78205824,4.392827811,1.513076789
Jurkat only,15.62043797,-8.016504946,6.574663295,4.437975069,-3.561972401,-5.583323832,4.511499049,-0.185200781,-3.483843803,-0.914978872
Jurkat only,11.71354104,-21.58991997,-4.031417708,6.647773078,-2.50418584,-4.787213219,-2.112608924,-0.011918983,-3.281672707,1.486305384
Jurkat only,16.20514004,-14.28034783,7.426090328,3.00305065,-9.927355323,-5.01406293,2.336100138,0.159500172,-1.90887904,-0.564558381
Jurkat only,12.86391519,-10.87969044,5.488751338,9.624201888,-4.636163796,0.063512443,1.738211638,-1.317388397,-9.767459682,0.418256713
Jurkat only,14.99379719,-21.01321972,15.26261783,-4.38234073,-3.830795211,-6.57498122,-2.994759838,0.05621545,1.481640072,6.000973896
Jurkat only,12.52236275,-23.05555286,-1.243258041,4.888321383,-0.4573865,3.260784399,2.969302193,-0.487038568,0.299801143,-1.971735805
Jurkat only,13.74528693,-18.38928832,6.171029258,6.671035545,6.254809484,1.20621376,3.76437095,-0.278796922,2.112677495,3.366232475
Jurkat only,13.62652685,-15.03336977,5.475916681,-7.259377607,-18.40513426,-9.789476722,11.94511942,0.820562627,-8.356536826,1.668051758
Jurkat only,12.57169203,-17.63646902,1.949649795,6.599729327,6.715739914,-1.774215871,2.846816099,-0.078700513,0.036061391,-0.195013206
Jurkat only,13.90910597,-18.19947742,1.060748228,6.57427064,-4.950646785,4.516899607,1.422193644,-0.247654799,-2.205364321,0.975866677
Jurkat only,15.83638567,-26.40073188,19.17463836,-0.9428957,-8.265673771,1.644106169,-2.068640124,-0.505509556,2.20296814,4.954588284
Jurkat only,14.00100236,-8.897297101,6.778654673,-2.032514064,-10.59394233,6.86043966,0.814292294,-0.717876172,-2.966496115,1.596073828
Jurkat only,14.08873168,-13.87806621,9.873857256,-1.206504551,2.797419719,-1.339771995,-7.253831476,0.58483307,2.25883039,2.202219983
Jurkat only,12.89608792,-26.17470255,11.90211898,-0.195986911,1.209181568,0.874785519,1.326612631,0.060206303,-0.332983167,4.08019482
Jurkat only,14.3027543,-16.21834971,2.301181709,3.628780124,-5.155536331,5.50705762,2.427489588,-0.622016249,-4.679042517,-0.344004801
Jurkat only,15.30335822,-10.04212059,11.39437579,9.406988155,3.458306746,-3.790731779,4.084245505,0.562128775,8.223267927,-7.106650408
Jurkat only,15.89371178,-13.31359311,14.38526312,5.943060091,-1.251816957,-3.491901265,3.059035884,0.289437795,1.32360046,2.615973293
Jurkat only,15.25418489,-9.075136178,15.06507701,-10.51871972,-1.85431224,-10.6940305,5.013656624,1.302876137,1.860093872,-2.325560654
Jurkat only,15.85803946,-0.480906812,10.17570075,-10.78446799,-12.18931656,3.112183074,0.881989309,-0.044366408,-2.81421042,0.015385232
Jurkat only,15.82360873,-6.738447523,22.45544181,-8.257456531,-6.279819586,1.01314902,-1.640807883,0.742101892,3.132290683,0.443124717
Jurkat only,12.49792418,-15.98675026,1.781281993,8.548916764,3.547164188,1.323162001,3.898029394,-0.468907174,1.782343697,4.421778849
Jurkat only,13.60323373,-13.2678468,6.704932369,7.223748031,0.971052816,-3.491239143,7.030599364,0.917869281,2.733146373,0.749399095
Jurkat only,14.39744268,-7.399295498,8.890707556,2.011039895,-2.953490082,-11.73272575,-4.655274581,0.520665435,-1.188741015,4.425016274
Jurkat only,11.73388765,-26.73484908,2.865551722,3.684063908,5.522497864,-0.279772516,1.960300401,1.007048398,1.363551795,5.397823823
Jurkat only,16.81433735,-12.62369646,19.90696719,-2.900059383,-4.345109413,3.818025763,-5.697975592,0.331908567,0.40552132,0.886081065
Jurkat only,14.78856612,-12.68821518,8.929998389,8.806649218,-0.061863109,4.397869178,4.669442345,-0.499874847,0.415065677,-1.208152106
Jurkat only,13.90214736,-16.12047804,3.093562874,8.027822409,-3.266481938,-2.567158452,1.434938514,-0.789185808,-4.671564987,0.706888214
Jurkat only,12.46843521,-24.58168873,8.816838755,-6.147664519,-2.760384798,6.800774659,-5.390290589,0.25946029,-2.568355853,2.011351374
Jurkat only,16.06216855,-12.08574757,14.56801872,1.776753002,1.083912762,-5.553305415,-2.150699796,-1.721174059,8.336794259,-6.545491365
Jurkat only,17.94729292,-6.524745642,15.81620631,-30.49843108,-14.65551395,-10.71593546,17.25195592,3.456587295,3.179467038,-3.994691432
Jurkat only,15.30953176,-19.73885605,13.2289736,-7.563224758,-12.95157181,-12.97761134,13.37882633,1.706713292,-7.606401161,3.542355642
Jurkat only,13.50208862,-14.7175715,12.91715597,3.474978721,1.430407439,-3.656614007,-2.754143565,1.090963507,6.396884776,-4.890372538
Jurkat only,14.24206857,-29.75571683,7.877434443,-2.608963933,-8.116828974,3.964153619,-6.302239153,1.255605521,6.157344059,6.239816435
Jurkat only,13.59113024,-14.62607321,10.6035385,3.335462894,-6.686317051,3.167740994,6.055921303,0.524777023,5.277818165,-8.337443619
Jurkat only,10.53661682,-20.06387067,-2.706237699,1.914682214,0.906873772,-2.296355563,7.02506014,1.308512206,1.429743089,-1.880600302
Jurkat only,15.27634805,-11.00615885,8.526296848,4.770127479,-7.900286742,4.562194995,3.406329024,-0.719746887,-5.238384556,0.1290279
Jurkat only,14.75398494,-23.47330573,7.124926327,3.816384096,1.524871096,-4.387641073,1.708661274,1.157930838,0.559788415,5.290556011
Jurkat only,12.88657994,-13.42026511,2.844841383,4.283932171,-2.328731913,4.87849377,6.112433288,-0.118138364,-2.477378349,-2.467957095
Jurkat only,14.14778184,-8.224463097,15.78523238,-8.314537292,-16.66403109,2.556652106,4.10994193,1.763529629,2.900777814,5.519705574
Jurkat only,13.63915819,-23.35864128,15.31948237,-4.20468951,-7.253509844,-1.796917689,-3.751116062,0.885574112,3.94942004,-0.60306427
Jurkat only,11.77477546,-14.72891727,-1.835023562,7.072720953,-2.46875253,-2.754567666,0.298806462,-0.123941027,-3.956354297,2.892482398
Jurkat only,12.49534088,-21.40575977,5.065429804,4.679247681,2.966499665,-3.036161243,-2.296253169,0.020321249,3.931148291,2.851884763
Jurkat only,15.7508308,3.733254858,15.89315265,-15.77262222,-4.534142978,-19.82217961,11.94885777,1.494182733,-3.454032167,7.179728876
Jurkat only,14.2225495,-13.44176819,11.60629053,4.34802473,-2.875763825,-2.772435241,-7.657101062,-0.405565224,-1.005877003,4.29837286
Jurkat only,12.73880754,-17.42356096,3.031353193,2.387151606,-9.975351966,4.840588546,-0.365430164,-0.996807671,-4.796568537,2.409067564
Jurkat only,12.69043193,-15.67830581,8.290082941,4.817520566,3.972383016,-3.143402325,0.25941918,0.574358993,6.67713933,-6.55318224
Jurkat only,13.86115215,-19.2176983,10.13311239,5.930117697,3.141127085,-4.915731319,1.679186846,0.229125239,0.653765947,5.851155922
Jurkat only,11.71622298,-19.93061362,3.138593742,6.542301556,4.31803939,-1.469053384,3.586003518,0.506585275,3.370499625,2.478034847
Jurkat only,14.30152162,-17.49265635,8.745018863,4.765302993,-7.016560233,1.852909422,3.741803897,0.71810528,2.357010112,-0.789593315
Jurkat only,14.50406654,-19.97100698,10.25478029,-1.323187632,-0.612452981,3.010330262,-2.507187735,-0.53247346,-2.67642017,0.001677007
Jurkat only,13.55835334,-21.71082009,3.410946915,5.884759548,-8.132973199,6.789218643,2.917049064,-0.232920186,0.535281098,4.13972024
Jurkat only,12.82717094,-15.42132079,3.208595678,0.957157524,-1.08254984,-4.692418491,-7.1772466,-0.207705965,-1.118355491,2.306034702
Jurkat only,13.82789066,-13.18819679,10.53932985,5.240901232,2.182759154,-5.709120674,1.706863576,-0.247524834,-2.084047468,1.500343699
Jurkat only,12.66902889,-13.48163744,3.259862458,7.494875405,-6.254586024,4.599152713,1.380137629,-0.477624613,3.874320008,-11.87407122
Jurkat only,13.42720125,-13.54089369,5.705261094,3.743753782,-1.356738385,7.953005003,1.387394163,-0.466174475,-3.804950895,-1.324427571
Jurkat only,14.77619814,-14.93281094,12.17852955,3.791854577,1.499264511,-2.254007362,0.040370896,-2.135101614,1.58693646,2.633948655
Jurkat only,15.86285001,-12.34603143,11.80151681,-1.972156296,-6.342991831,-2.856877251,-5.172253347,-0.483898789,-3.730072177,-2.383412658
Jurkat only,11.9322673,-24.16426619,-0.77129734,3.759996158,-1.093125734,-0.979657417,-0.546557494,0.195299891,-1.73881544,2.177545594
Jurkat only,13.34537259,-12.0327348,8.539172964,9.197399163,4.046726882,-1.089577475,4.22933463,0.927506201,8.513478506,-4.157271709
Jurkat only,14.73536402,-22.72739223,0.207706119,3.403966419,0.616718526,0.706197592,-0.395407338,-0.138456971,-1.802286393,2.669964605
Jurkat only,17.76725133,-8.834089644,23.29235253,-31.24453712,-11.4396223,-9.980737623,15.81865443,3.408103026,2.902197454,-4.406808257
Jurkat only,14.82679956,-14.79767027,7.517907518,2.126555261,-7.541997786,6.789744004,1.475043821,-0.563139946,-5.776158253,-0.329492993
Jurkat only,15.13361764,-6.441407419,16.1659338,0.5593171,-6.275557591,7.352273771,0.661856766,0.138862356,3.87057266,3.392194775
Jurkat only,13.37636237,-15.25782912,9.965752342,-2.585817413,-0.776751729,6.51074471,-8.981810001,-0.700887569,-2.571958586,-1.36046906
Jurkat only,14.93245596,-15.60079318,11.58357665,0.347417941,-2.330753306,14.15278953,7.961387058,0.364276007,6.298561832,3.461611987
Jurkat only,13.10787873,-23.30194434,-0.422558922,2.387569386,-6.509447097,-0.849458655,6.330002351,0.107812374,-3.530624204,1.610206429
Jurkat only,13.88022848,-16.833384,13.83728868,7.361400526,-2.708620286,5.079994496,7.266336612,-0.347775433,-0.866081667,1.668045839
Jurkat only,14.67507969,-21.84724718,11.01881431,10.86482452,-4.024540436,-1.458296472,2.976061917,0.66082697,4.598183377,3.217622209
Jurkat only,12.75250011,-18.55173617,6.575310783,4.332450197,-3.324871528,-5.022903597,-5.969315685,0.779284828,2.691677339,2.931188437
Jurkat only,12.74670154,-18.75468796,7.361375719,5.227766586,-1.851862177,-7.514626336,-0.132911638,-0.312237123,-3.789109082,4.427786126
Jurkat only,12.63328918,-18.51833692,1.782136808,8.193254811,-0.732641048,-0.864372904,2.621797315,-0.160674537,-2.633947905,2.488689182
Jurkat only,12.90283475,-15.3443638,13.41247927,0.092990217,5.108293658,0.646110648,-3.881503039,-0.19733065,-2.719275161,0.302680209
Jurkat only,12.70006393,-9.252751152,6.716312128,2.481671525,-9.135140946,6.51909875,-2.261116715,-1.014373734,1.337427309,-2.554780555
Jurkat only,13.70471654,-20.26264679,8.179521066,-0.533779926,-0.337328979,0.326174042,-8.006816355,-0.190757264,0.904493339,0.988922802
Jurkat only,14.13104746,-11.70522659,12.50260737,5.955523437,-1.977462274,-8.886911373,-1.203489403,0.650778384,6.755710787,-7.160536871
Jurkat only,14.63831415,-18.15297387,13.02446224,-5.927256268,-0.649249581,6.343316114,-2.154237519,0.650585418,-1.330840477,1.366346462
Jurkat only,16.02593781,-10.19418114,12.80853516,3.756384282,-11.75432539,-0.464401246,2.852107112,0.049111968,1.463827243,-2.728469295
Jurkat only,13.81124891,-9.120428498,3.929887459,-2.497855386,-28.69138472,4.849610414,-5.009279414,-0.950801146,-2.25146613,6.592570772
Jurkat only,14.00222717,-16.16874389,7.604198359,3.714808672,-4.769908208,4.941541641,6.328008436,-0.019848216,-4.96763131,-0.118428029
Jurkat only,12.42436022,-15.04914823,6.606541003,7.001614686,3.28657861,-4.038290435,0.041687561,0.256325369,2.930360179,1.99744395
Jurkat only,13.78217389,-19.09642174,4.895742969,-5.451930969,-6.573896514,9.221909028,0.601068393,-0.13687129,2.179793623,1.509965686
Jurkat only,14.3059286,-10.27632318,5.521031885,2.972211273,-7.785220039,5.973188961,-3.20484715,-1.071070638,-3.298965265,0.939930946
Jurkat only,15.02937509,-13.2493152,14.61622997,-0.208015626,-7.758257998,6.183346348,-6.799969824,-0.86059877,1.745830849,1.924624087
Jurkat only,15.44226814,-16.09828624,5.366353558,6.183188442,-4.060545774,-1.01162836,5.505771321,-0.733263567,-3.87955952,-2.712108024
Jurkat only,15.28735834,-14.65505645,16.88111758,-3.682208557,1.675125189,3.672127137,-4.467941286,0.117704772,-2.569496456,2.146917292
Jurkat only,10.84250745,-19.96699936,-8.928117745,-2.832108877,-4.848660558,-4.068494022,1.913359834,-0.147700209,-6.845620343,-0.495230372
Jurkat only,13.26960409,-20.63188924,0.599357592,-6.370595848,-5.790310375,-5.75924504,-4.139130793,1.062018899,-0.194131985,-1.619069749
Jurkat only,15.14597218,-15.91165096,14.34405975,-4.458700379,-0.775892537,4.210149299,-5.700463095,-0.114597751,0.157831901,1.359736566
Jurkat only,14.31969011,-19.42188238,2.368545732,-2.219254735,-0.680387565,-0.448621987,-8.950904286,-0.129530282,-2.043958139,1.334335592
Jurkat only,10.16205049,-24.17406043,1.374255149,4.746368016,3.729597446,0.441824316,2.560619413,0.103633761,2.6255104,0.279560623
Jurkat only,14.02732252,-6.173802825,8.081905069,5.913747363,-7.617443018,8.814598759,7.562450106,-0.308097294,-2.439542221,-0.724843628
Jurkat only,15.97517196,-9.644590478,9.487571904,-3.255721756,-3.565795218,9.763928639,2.15579088,-0.429167371,-1.415064541,2.424717096
Jurkat only,12.08966028,-18.55848708,0.117534804,5.807575692,3.269947643,3.345766397,-6.193375718,0.968033613,6.002130344,10.3036337
Jurkat only,13.80280464,-9.709324084,8.929689703,5.985628816,1.614224952,-6.008511431,1.021782488,1.322350856,7.987631052,-6.368333522
Jurkat only,12.26950284,-24.11590171,1.460349382,1.850633499,-4.436887988,-0.444030896,6.286372353,1.269737921,3.726154273,-7.508335404
Jurkat only,15.92332343,-11.56012219,10.2449151,-2.922447782,-10.42138714,7.611181393,-0.732546934,0.998980618,5.217975021,7.222890841
Jurkat only,14.3528457,-24.09046196,5.347190667,5.722337351,-11.3877862,2.567858223,-1.143204028,0.091740201,2.278913169,2.198873712
Jurkat only,14.83215709,-14.24946465,7.324863763,-1.115944519,1.632085636,-10.98145362,9.423620357,1.308811773,0.195121121,-1.441257329
Jurkat only,15.06076542,-21.3214432,7.454998071,3.245486264,7.275507092,1.383097192,9.550694118,0.725917441,2.290647473,1.77288329
Jurkat only,10.97428492,-22.26373195,-1.394856585,-14.13230874,-26.22969778,-9.358668907,3.021316722,2.924470368,8.77840568,14.84452741
Jurkat only,13.24449564,-15.63201856,10.73390103,0.414493297,1.214068453,-6.013333787,-4.102707827,0.520229758,-1.904733247,1.658629234
Jurkat only,13.78184501,-33.41942826,-4.73723632,-23.81942249,-2.393322898,-11.06223536,28.39938526,6.182200528,17.18896087,14.28403633
Jurkat only,12.55279899,-14.12113926,8.87908113,9.264533247,5.657969083,-1.724217208,4.347038433,-0.152933036,0.141113921,4.543577844
Jurkat only,15.46543997,-7.834748621,9.978751508,0.323697945,-9.242681711,5.818317353,-2.936180303,-0.976293331,-3.783227834,1.753842095
Jurkat only,15.88776684,-9.559136589,6.429466554,2.036787712,-4.497007369,7.493171288,4.293201341,-3.029523621,-0.443888614,0.329066099
Jurkat only,14.03025483,-18.12389051,3.894057658,8.973029345,-9.156220921,2.637096353,-1.200346372,-0.679265781,-1.647048143,-0.902636461
Jurkat only,14.34230683,-16.81052297,5.717416805,4.77474506,-1.703717504,2.490982181,5.625234508,-0.053285778,-2.34988572,-1.241125449
Jurkat only,13.19756526,-13.92548747,-1.640616138,4.209227228,-9.837537745,3.966511005,3.563943319,0.977623248,0.947608729,-3.889780466
Jurkat only,14.69436255,-13.7107221,9.309445905,3.499179801,-3.887176213,3.546386089,5.539210049,-0.144698078,0.64287282,-0.092665546
Jurkat only,13.99943398,-19.4017174,4.693206679,-2.887556606,-7.933020553,-0.052265227,9.488784877,0.857361461,1.719054972,-9.322674898
Jurkat only,15.63905987,-18.23416831,18.60468352,-11.33708865,-0.81917042,-0.257085508,2.492063459,2.421798439,7.379947559,-6.46444717
Jurkat only,12.18279652,-11.49161603,8.467396064,7.7944314,8.46402456,-7.076089643,4.078321652,0.461394577,5.438249678,-6.319330913
Jurkat only,14.08674192,-20.03548231,2.050940672,4.441612328,-7.2756789,4.97826674,1.897302893,0.516860904,-2.28613856,-0.668856775
Jurkat only,14.61227294,-20.51055778,14.50600008,0.284835649,2.812103191,-12.55277867,8.542320232,0.704088013,1.867443289,0.653976811
Jurkat only,11.85869012,-23.53223558,-2.261169878,4.667560185,-0.812372348,3.039235409,1.514350909,-0.325994059,-2.623818888,-0.472837597
Jurkat only,13.54683547,-9.644869667,16.76497938,7.190552079,-0.728980315,-5.2834249,-1.71670892,-0.357850481,-0.589102912,3.957922913
Jurkat only,11.43213651,-5.640459491,2.757150975,-14.90124928,-6.748182489,-16.52082278,8.66275618,2.943468226,5.803346734,4.662505642
Jurkat only,12.964844,-21.65418784,3.824552981,0.981810424,-5.026609615,-6.580224589,2.393234886,-2.856148662,4.695480012,-0.007302993
Jurkat only,14.52851299,-9.089114212,15.92284161,-0.831621055,-4.944417272,9.770854095,6.266160376,-0.276627032,0.946023245,1.371125935
Jurkat only,16.1936857,-11.36036237,2.860268565,5.967673356,-4.116340043,1.032138874,5.103258013,-0.500633168,-6.170066405,-3.096156487
Jurkat only,13.45178242,-20.02286452,-4.760207694,3.270923662,-16.80815483,-0.704384053,-2.851465577,0.10638138,-0.434549557,0.842100738
Jurkat only,15.91753046,-12.5921087,19.33455342,-7.095557594,-0.060081982,-1.374434562,0.494776533,1.263859486,1.627216697,-3.688133068
Jurkat only,12.7953186,-24.3737766,1.65278147,6.376708187,-3.153998109,-1.807166584,0.141855088,0.066544159,-1.878565361,4.329748321
Jurkat only,14.51866882,-24.82774196,6.757703847,1.509213787,-6.677783205,5.783597478,8.891014239,0.936995681,0.569305398,0.296683136
Jurkat only,15.87918114,-16.87036888,11.00010596,10.82207579,-4.221600827,-0.705997334,1.681622806,0.209041137,0.918097919,5.377817398
Jurkat only,14.18929648,-13.30944844,4.457168667,9.160950025,-1.167040178,-2.207426393,3.067774405,-0.857886873,-7.975711497,-1.063949199
